receipt_id,date,supplier,invoice_number,amount_aud,tax_aud,category,project,status,file_found,local_file,image
19874853740,2025-11-24,Webflow,in_0SWobZo2ZNzxqgUAZvereSrP,44.89,0,485 - Subscriptions,A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Webflow - 2025-11-24 - in_0SWobZo2ZNzxqgUAZvereSrP.pdf,https://rbnk.me/i/b6KLC_GBH0w
19874852320,2025-11-28,Uber,,42.66,3.88,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-28 - 19874852290.pdf,https://rbnk.me/i/yf3XwAl3wj0
19874852290,2025-11-28,Uber,,45.07,4.1,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-28 - 19874852290.pdf,https://rbnk.me/i/S8ZVc3ydtco
19874852250,2025-11-29,Uber,,56.98,5.18,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-29 - 19874852250.pdf,https://rbnk.me/i/OX1jbSkTW8Y
19874852170,2025-12-01,Uber,,26.08,2.37,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-12-01 - 19874852170.pdf,https://rbnk.me/i/GIa-jNMfvvw
19874851670,2025-12-09,Uber,,74.48,6.77,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-12-09 - 19874851670.pdf,https://rbnk.me/i/WsGh2XHiVno
19874851530,2025-12-07,Uber,,32.07,2.92,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-12-07 - 19874851410.pdf,https://rbnk.me/i/IIIUYcmFcXU
19874851410,2025-12-07,Uber,,39.37,3.58,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-12-07 - 19874851410.pdf,https://rbnk.me/i/vQXrWytn_AY
19874851110,2025-12-09,Webflow,in_0ScYkdo2ZNzxqgUAUbKbMuFk,43.66,0,485 - Subscriptions,A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Webflow - 2025-12-09 - in_0ScYkdo2ZNzxqgUAUbKbMuFk.pdf,https://rbnk.me/i/7lZA_B2hl1I
19874827040,2026-01-17,Cognition AI,OZ4RSTLF-0002,30.91,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Cognition AI - 2026-01-17 - OZ4RSTLF-0002.pdf,https://rbnk.me/i/9e9IIASUwlM
19874826590,2026-03-11,–,,13.94,0,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/2026-03-11 - 19874826410.pdf,https://rbnk.me/i/zK-SBfitekU
19874826410,2026-03-11,–,,13.94,0,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/2026-03-11 - 19874826410.pdf,https://rbnk.me/i/GK1Cxa-phxs
19874822370,2026-01-23,Railway Corporation,PADMUZCI-0007,7.3,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Railway Corporation - 2026-01-23 - PADMUZCI-0007.pdf,https://rbnk.me/i/gynlHAQ8-90
19874820780,2026-02-05,Uber,,34.25,3.11,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-02-05 - 19874820620.pdf,https://rbnk.me/i/jeeeKjypMX8
19874820750,2026-02-06,Uber,,30.81,2.8,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-02-06 - 19874820680.pdf,https://rbnk.me/i/r2Pe95zdqGk
19874820680,2026-02-06,Uber,,26.31,2.39,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-02-06 - 19874820680.pdf,https://rbnk.me/i/ub2rCq5y0PU
19874820620,2026-02-05,Uber,,13.82,1.26,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-02-05 - 19874820620.pdf,https://rbnk.me/i/YfeneztK0dY
19874820330,2026-02-07,Uber,,34.2,3.11,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-02-07 - 19874820330.pdf,https://rbnk.me/i/jWNEdVf5M0c
19874820270,2026-03-11,Uber,,42.96,3.91,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-03-11 - 19874820270.pdf,https://rbnk.me/i/N1p_xhjDA0g
19874820260,2026-02-19,Uber,,22.62,2.06,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-02-19 - 19874820260.pdf,https://rbnk.me/i/iEXsosDmTao
19874818060,2026-03-11,Greyhound Australia,E89U5T,811.67,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Greyhound Australia - 2026-03-11 - E89U5T.pdf,https://rbnk.me/i/bqS9ztOrF4w
19486701990,2026-02-03,BP,627782,148.98,13.54,449 - MV - Fuel & Oil,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/BP - 2026-02-03 - 627782.jpg,https://rbnk.me/i/Fd5eygCM2ek
19486701080,2026-02-03,BP,627781,34.49,2.68,449 - MV - Fuel & Oil,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/BP - 2026-02-03 - 627781.jpg,https://rbnk.me/i/zpNbykKoJN4
19484971380,2026-01-31,Voyages Indigenous Tourism Australia Pty Ltd,2062305,99.89,0,494 - Travel - International (0%),,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Voyages Indigenous Tourism Australia Pty Ltd - 2026-01-31 - 2062305.pdf,https://rbnk.me/i/MKlHuAdVJzU
19484969680,2026-01-31,Google Australia,5475977455,67.98,6.18,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Google Australia - 2026-01-31 - 5475977455.pdf,https://rbnk.me/i/S-rNpcCVB0w
19484808760,2026-02-02,Thrifty,76132176–1,645.94,58.72,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Thrifty - 2026-02-02 - 76132176–1.pdf,https://rbnk.me/i/nGnX3s3PKiU
19484808130,2026-02-02,Thrifty,76132296–2,618.46,56.22,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Thrifty - 2026-02-02 - 76132296–2.pdf,https://rbnk.me/i/msPodeBrQLA
19473346010,2026-02-02,Ti Tree Roadhouse,156567,133.02,12.09,449 - MV - Fuel & Oil,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Ti Tree Roadhouse - 2026-02-02 - 156567.jpg,https://rbnk.me/i/g8vuX2dRG38
19467533270,2026-02-01,X Global LLC,HVRABFE0-0003,62,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/X Global LLC - 2026-02-01 - HVRABFE0-0003.pdf,https://rbnk.me/i/uJlYnL4idFE
19467482780,2026-01-07,Bitwarden,MOZLLRUU-0002,17.75,0,485 - Subscriptions,A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Bitwarden - 2026-01-07 - MOZLLRUU-0002.pdf,https://rbnk.me/i/DrjUfikK5Bk
19463601130,2026-02-01,Unknown Supplier,297670,103.59,9.42,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Unknown Supplier - 2026-02-01 - 297670.jpg,https://rbnk.me/i/IC23kk5y6CA
19450939590,2026-01-30,Thrifty,76132176–1,345.51,31.41,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Thrifty - 2026-01-30 - 76132176–1.pdf,https://rbnk.me/i/PWEpAX7z148
19450135920,2026-01-30,Centre Canvas And Upholstery,6,4715,0,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Centre Canvas And Upholstery - 2026-01-30 - 6.jpg,https://rbnk.me/i/G01wJ74qktA
19411400130,2026-01-27,Orange Sky Australia,WTWREG17213,288,0,417 - Donations (0%),,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Orange Sky Australia - 2026-01-27 - WTWREG17213.pdf,https://rbnk.me/i/nWNJWJCuy_0
19394624900,2026-01-25,Tullah Lakeside Lodge,BB26012519913325,370,33.64,494 - Travel - International (0%),,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Tullah Lakeside Lodge - 2026-01-25 - BB26012519913325.pdf,https://rbnk.me/i/dwv4OqAftME
19394623180,2026-01-25,Qantas,AU921053450,478.02,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2026-01-25 - AU921053450.pdf,https://rbnk.me/i/xiSDQgptSiA
19392809940,2026-01-21,The Trustee For Maltek Trust,35230,119,10.82,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/The Trustee For Maltek Trust - 2026-01-21 - 35230.pdf,https://rbnk.me/i/IE1yPQjRJ4w
19392809720,2026-01-21,Adam's Bits,35230,119,10.82,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Adam's Bits - 2026-01-21 - 35230.pdf,https://rbnk.me/i/04FN6ufYc4s
19352041880,2026-01-20,Hayden Alexander,INV-2603,1505.62,136.87,,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Hayden Alexander - 2026-01-20 - INV-2603.jpg,https://rbnk.me/i/gDf-ziQQf7w
19337082570,2026-01-20,Sunshine Coast Council,216565,1738.03,0,467 - Rates & Water (0%),,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Sunshine Coast Council - 2026-01-20 - 216565.pdf,https://rbnk.me/i/kNXd0VpWd74
19327169540,2026-01-19,Light Years Asian Diner,102125,138,12.55,421 - Light meals &  refreshments,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Light Years Asian Diner - 2026-01-19 - 102125.jpg,https://rbnk.me/i/bzgz7uOGohs
19321217600,2026-01-15,Maleny Hardware And Rural Supplies,189333,65.64,5.97,446 - Materials & Supplies,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Maleny Hardware And Rural Supplies - 2026-01-15 - 189333.pdf,https://rbnk.me/i/hhadAIDolM4
19321216710,2026-01-16,Maleny Hardware And Rural Supplies,189688,40.19,3.65,446 - Materials & Supplies,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Maleny Hardware And Rural Supplies - 2026-01-16 - 189688.pdf,https://rbnk.me/i/c_KSpWAEq5E
19320048950,2026-01-18,Alsahwa Estate,SP-50118061704,105.67,9,421 - Light meals &  refreshments,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Alsahwa Estate - 2026-01-18 - SP-50118061704.jpg,https://rbnk.me/i/CWppCHFt5xs
19319984830,2026-01-19,Liberty Maleny,747013-6,120.58,10.96,449 - MV - Fuel & Oil,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Liberty Maleny - 2026-01-19 - 747013-6.jpg,https://rbnk.me/i/S7ZGCS503SI
19302006890,2026-01-16,Liberty Maleny,746086-6,367.69,33.43,449 - MV - Fuel & Oil,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Liberty Maleny - 2026-01-16 - 746086-6.jpg,https://rbnk.me/i/6FFLkJENxoI
19286023120,2026-01-06,Carbatec Brisbane,1501101,4575.65,415.98,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Carbatec Brisbane - 2026-01-06 - 1501101.pdf,https://rbnk.me/i/UGlL7vlU9mo
19257527350,2026-01-13,Hatch Electrical,808,772.62,70.24,486 - Sub-contractors,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Hatch Electrical - 2026-01-13 - 808.pdf,https://rbnk.me/i/ZlyoROMW5LI
19256442030,2026-01-10,The Matnic Trust,00036199,2826.92,0,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/The Matnic Trust - 2026-01-10 - 00036199.pdf,https://rbnk.me/i/w7STjA0ll9w
19242827490,2025-12-17,Bunnings Warehouse,014-21050-8056-2025-12-17,100,9.09,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Bunnings Warehouse - 2025-12-17 - 014-21050-8056-2025-12-17.jpg,https://rbnk.me/i/18Qd85B8-4A
19241688310,2026-01-12,Defy,1025-1939,893.47,0,400 - Advertising & Marketing,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Defy - 2026-01-12 - 1025-1939.pdf,https://rbnk.me/i/5glKo0vjqIY
19241687780,2026-01-12,Carbatec QLD Warehouse,4902412,1319,119.91,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Carbatec QLD Warehouse - 2026-01-12 - 4902412.pdf,https://rbnk.me/i/V3K-XfIMqoA
19241687600,2026-01-06,Carbatec Brisbane,4901124,2338.7,212.61,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Carbatec Brisbane - 2026-01-06 - 4901124.pdf,https://rbnk.me/i/mQa-Cl0MoeM
19241684410,2026-01-12,Defy Manufacturing,INV-1571,876.81,79.71,412 - Consulting & Accounting,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Defy Manufacturing - 2026-01-12 - INV-1571.pdf,https://rbnk.me/i/uTo7qvom-5E
19241672830,2026-01-09,Maleny Hardware And Rural Supplies,188514,27.75,2.52,446 - Materials & Supplies,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Maleny Hardware And Rural Supplies - 2026-01-09 - 188514.pdf,https://rbnk.me/i/LpIHbM-hkKM
19241314610,2026-01-12,Bunnings Warehouse,8220/09311345,616.97,56.09,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Bunnings Warehouse - 2026-01-12 - 822009311345.jpg,https://rbnk.me/i/xmkwXivTdfc
19241073430,2026-01-12,Reddy Express,S1870X-S1870X01-1768177822326,140.29,12.75,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Reddy Express - 2026-01-12 - S1870X-S1870X01-1768177822326.jpg,https://rbnk.me/i/xiUqz4xkpAs
19240978760,2026-01-12,Carbatec Brisbane,4902412,1811.7,164.7,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Carbatec Brisbane - 2026-01-12 - 4902412.jpg,https://rbnk.me/i/wQwwnrH1Nrg
19240633860,2026-01-12,Hydraulink Brisbane North,BNWS152655,883.07,80.28,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Hydraulink Brisbane North - 2026-01-12 - BNWS152655.jpg,https://rbnk.me/i/Pbsiw8ZSFNA
19240628380,2026-01-10,Maleny Rumble Room,56,1436.6,0,451 - MV - Repairs & Maintenance,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Maleny Rumble Room - 2026-01-10 - 56.jpg,https://rbnk.me/i/glYGVo6tCS0
19234051230,2026-01-10,Reddy Express,S1832X-S1832X01-1768007415255,99.03,8.28,493 - Travel - National,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Reddy Express - 2026-01-10 - S1832X-S1832X01-1768007415255.jpg,https://rbnk.me/i/bklu4Xh77YA
19199278840,2026-01-07,Smartwood,INV-0065,2710.34,0,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Smartwood - 2026-01-07 - INV-0065 (2).pdf,https://rbnk.me/i/SrKMZ5kBes8
19199219020,2026-01-06,Dept of Transport & Main Roads,1056608691,39.09,0,450 - MV - Registration & Insurance,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Dept of Transport & Main Roads - 2026-01-06 - 1056608691.pdf,https://rbnk.me/i/wnDgzFqNU0o
19199218930,2025-12-31,Maleny Hardware And Rural Supplies,,21.9,1.99,446 - Materials & Supplies,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Maleny Hardware And Rural Supplies - 2025-12-31 - 19199218930.pdf,https://rbnk.me/i/S1Zq0zYWmQs
19199218850,2025-12-27,–,,20000,0,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/2025-12-27 - 19199218850.pdf,https://rbnk.me/i/qOeMPfRhgp8
19199218810,2025-12-27,AAMI,,5483.95,457.38,433 - Insurance,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/AAMI - 2025-12-27 - 19199218810.pdf,https://rbnk.me/i/bQ1C4r4y1do
19199217900,2026-01-07,Maleny Hardware And Rural Supplies,187972,507.51,46.14,446 - Materials & Supplies,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Maleny Hardware And Rural Supplies - 2026-01-07 - 187972.pdf,https://rbnk.me/i/otUn_kq19tE
19199216350,2025-12-28,Woodford Folk Festival,WOO-2025-93708592,725.73,0,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Woodford Folk Festival - 2025-12-28 - WOO-2025-93708592.pdf,https://rbnk.me/i/Ch0Rlw4c6ro
19199215830,2025-12-30,Bionic Self Storage,INV-5040,2420,220,750 - Plant & Equipment,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Bionic Self Storage - 2025-12-30 - INV-5040.pdf,https://rbnk.me/i/38biatA2Q1A
19199215760,2026-01-06,RW Pacific Traders,INV-0362,4200,381.82,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/RW Pacific Traders - 2026-01-06 - INV-0362.pdf,https://rbnk.me/i/xacF_HD1Xrg
19199206690,2026-01-06,Clark Rubber Capalaba,103256,86.36,7.85,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Clark Rubber Capalaba - 2026-01-06 - 103256.pdf,https://rbnk.me/i/k-V6-uiYYZM
19199190170,2026-01-07,Smartwood,INV-0065,2665.03,242.28,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Smartwood - 2026-01-07 - INV-0065 (2).pdf,https://rbnk.me/i/csuZEv4wIFI
19193016170,2026-01-06,AGL,7088 8347 8894 1076 0988,345.35,0,"445 - Light, Power, Heating",Rental - 601 Maleny-Kenilworth Rd,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/AGL - 2026-01-06 - 7088 8347 8894 1076 0988.pdf,https://rbnk.me/i/eC02YR5q1i0
19193005450,2025-12-28,Qantas Group Accommodation,QAEY3JWVA,289,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas Group Accommodation - 2025-12-28 - QAEY3JWVA.pdf,https://rbnk.me/i/YS6O4t_jIO0
19193005430,2025-12-27,Bunnings Warehouse,094-37374-8180-2025-12-27,1597,145.18,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Bunnings Warehouse - 2025-12-27 - 094-37374-8180-2025-12-27.jpg,https://rbnk.me/i/C5IcqQq84o0
19178166550,2026-01-06,The Bolt King,193689,182.27,16.57,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/The Bolt King - 2026-01-06 - 193689.jpg,https://rbnk.me/i/Fy25D_YDBKA
19178083450,2026-01-06,Brisbane Steel Supplies,,185.7,16.88,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Brisbane Steel Supplies - 2026-01-06 - 19178083450.jpg,https://rbnk.me/i/1jO-U1pQ5bc
19178081720,2026-01-06,Clearview Towing Mirrors,SO-297222,768.83,69.89,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Clearview Towing Mirrors - 2026-01-06 - SO-297222.pdf,https://rbnk.me/i/0LoOW98IwQg
19163040320,2026-01-05,Total Tools East Brisbane,381219,4546.55,413.34,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Total Tools East Brisbane - 2026-01-05 - 381219.pdf,https://rbnk.me/i/IbY6Eua_IV4
19132513010,2025-12-30,Liberty Maleny,740218-6,277.34,25.21,449 - MV - Fuel & Oil,Farm Activities,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Liberty Maleny - 2025-12-30 - 740218-6.jpg,https://rbnk.me/i/rp58B2gr4_c
19131359430,2025-12-29,Bionic Self Storage,INV-5035,12375,1125,750 - Plant & Equipment,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Bionic Self Storage - 2025-12-29 - INV-5035.pdf,https://rbnk.me/i/jwoMhYSu-YI
19117944050,2025-12-26,BP,1272888,96.17,8.74,449 - MV - Fuel & Oil,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/BP - 2025-12-26 - 1272888.jpg,https://rbnk.me/i/LL-zzjAKcQg
19112507000,2025-12-24,BOE Design,INV-0113,750,68.18,412 - Consulting & Accounting,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/BOE Design - 2025-12-24 - INV-0113.pdf,https://rbnk.me/i/xoRySPtH7H4
19111981180,2025-12-23,Defy,1545-7571,3598.09,0,400 - Advertising & Marketing,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Defy - 2025-12-23 - 1545-7571.pdf,https://rbnk.me/i/j3uQjzcGYNA
19103348410,2025-12-23,Telford Smith Engineering,,19800,0,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Telford Smith Engineering - 2025-12-23 - 114240.jpg,https://rbnk.me/i/RR1WQIkWQvo
19103025650,2025-12-23,Telford Smith Engineering,114240,19800,1800,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Telford Smith Engineering - 2025-12-23 - 114240.jpg,https://rbnk.me/i/8m0EqrARZsM
19102179530,2025-12-23,BP,,131.18,11.93,449 - MV - Fuel & Oil,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/BP - 2025-12-23 - 19102179530.jpg,https://rbnk.me/i/OL6s7f74coA
19092853420,2025-12-22,Airbnb,,369.82,30.16,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Airbnb - 2025-12-22 - 19092853420.pdf,https://rbnk.me/i/9NAjoxIKio4
19091282540,2025-12-22,Mobil Mobil Hamilton,0020135650126,159.74,14.52,449 - MV - Fuel & Oil,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Mobil Mobil Hamilton - 2025-12-22 - 0020135650126.jpg,https://rbnk.me/i/zbsgf_Fp5tA
19090483330,2025-12-22,The Roxburgh House,SP-69 1222013719,45.46,4.09,421 - Light meals &  refreshments,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/The Roxburgh House - 2025-12-22 - SP-69 1222013719.jpg,https://rbnk.me/i/CGA1DzY1afU
19090457460,2025-12-22,Permewans Mitre 10,10524773,54.9,4.99,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Permewans Mitre 10 - 2025-12-22 - 10524773.jpg,https://rbnk.me/i/pOhWqsqM8j8
19090061540,2025-12-22,BANK ST AND CO,,67.7,6.16,421 - Light meals &  refreshments,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/BANK ST AND CO - 2025-12-22 - 19090061540.jpg,https://rbnk.me/i/5Af89tN5HFs
19088018860,2025-12-21,Blair Robertson - Oak & Anchor Hotel,,299.29,26.82,420 - Entertainment (0%),,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Blair Robertson - Oak & Anchor Hotel - 2025-12-21 - 19088018860.pdf,https://rbnk.me/i/8IIt-oU3akk
19087625740,2025-12-19,Super Publishing Co,75F5FA8B-0029,144,0,400 - Advertising & Marketing,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Super Publishing Co - 2025-12-19 - 75F5FA8B-0029 (2).pdf,https://rbnk.me/i/fGsvlIKB0Ak
19087625710,2025-12-19,Super Publishing Co,75F5FA8B-0029,218,0,400 - Advertising & Marketing,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Super Publishing Co - 2025-12-19 - 75F5FA8B-0029 (2).pdf,https://rbnk.me/i/-r3sEOdaAYw
